user_id,age,country,signup_date,spend
USER_0602,23.0,UK,2025-06-24,84.75
USER_0603,45.0,France,2024-05-06,34.81
USER_0604,51.0,USA,2025-05-26,3.68
USER_0605,39.0,Germany,2025-04-24,18.76
USER_0606,,France,2025-09-03,136.9
USER_0607,25.0,Japan,2023-12-10,95.08
USER_0608,20.0,USA,,200.61
USER_0609,18.0,USA,2024-12-24,49.44
USER_0610,,,2024-07-03,14.22
USER_0611,,Brazil,2025-04-30,8.89
USER_0612,34.0,Japan,2025-05-17,10.35
USER_0613,38.0,UK,2025-04-02,1.0
USER_0614,21.0,Australia,2025-09-13,24.77
USER_0615,-5,UK,2024-05-11,10.62
USER_0616,,Canada,2024-03-25,26.52
USER_0617,36.0,USA,,
USER_0618,43.0,France,2024-10-27,46123.90028197239
USER_0619,invalid_age,USA,2023-13-45,105.18
USER_0620,,Australia,2023-13-45,46.51
USER_0621,25.0,France,2024-01-29,14.19
USER_0622,40.0,Germany,2025-06-15,21.99
USER_0623,57.0,USA,2025-03-20,
USER_0624,,USA,2024-05-26,20.28
USER_0625,54.0,USA,2024-04-24,56.59
USER_0626,28.0,USA,2024-10-26,
USER_0627,invalid_age,,2024-11-09,11.5
USER_0628,33.0,Japan,,24.02
USER_0629,35.0,Canada,2024-02-09,201.01
USER_0630,48.0,NotACountry,2024-08-02,
USER_0631,18.0,USA,2024-06-15,66.12
USER_0632,,,,6.18
USER_0633,33.0,Canada,2025-11-05,75.93
USER_0634,29.0,,2025-06-09,76.92
USER_0635,22.0,Japan,2024-08-02,45.95
USER_0636,invalid_age,UK,2025-11-13,232.1
USER_0637,44.0,Brazil,2024-08-23,19.67
USER_0638,,Australia,2025-08-23,16341.44633999694
USER_0639,19.0,USA,,123.1
USER_0640,,Japan,2024-11-28,0.58
USER_0641,30.0,USA,2024-11-10,29.9
USER_0642,55.0,Australia,2025-02-05,188.84
USER_0382,31.0,USA,2023-13-45,-581.8755120046785
USER_0644,18.0,Japan,,39.68
USER_0645,32.0,Japan,2025-07-27,193.06
USER_0646,31.0,Australia,2025-01-11,
USER_0647,18.0,France,2024-04-04,10.52
USER_0648,34.0,USA,2024-08-31,43.64
USER_0649,32.0,USA,2025-01-19,11.44
USER_0650,43.0,,2025-10-03,36.67
USER_0651,57.0,USA,2025-08-28,3.85
USER_0652,48.0,Germany,2025-10-15,46.5
USER_0653,31.0,USA,2024-01-02,36.37
USER_0654,21.0,Brazil,,
USER_0655,,Canada,2024-05-22,49.81
USER_0656,35.0,Australia,2024-03-29,39.88
USER_0657,35.0,USA,2025-05-22,58.52
USER_0658,197,Japan,2024-12-22,7.77
USER_0659,37.0,Japan,2025-07-08,45.24
USER_0660,33.0,UK,2024-10-20,9.44
USER_0661,,Canada,2025-10-18,129.86
USER_0662,28.0,France,2024-09-27,3.54
USER_0663,34.0,USA,2025-07-24,28.14
USER_0664,28.0,Atlantis,2024-11-11,
USER_0665,26.0,USA,2024-11-30,30.63
USER_0666,36.0,USA,2024-07-04,4.83
USER_0667,31.0,USA,2024-10-23,40.3
USER_0668,53.0,USA,,51.31
USER_0669,invalid_age,USA,2025-05-20,60.83
USER_0670,invalid_age,USA,2025-04-26,23.36
USER_0671,49.0,Brazil,2025-06-07,43141.21038326034
USER_0672,18.0,UK,2024-05-15,29.95
USER_0066,30.0,Brazil,2023-12-25,55.75
USER_0674,,UK,2025-05-18,43.8
USER_0675,18.0,USA,2024-12-15,37.3
USER_0676,25.0,UK,2025-10-18,14.35
USER_0677,21.0,,2025-03-22,0.1
USER_0678,56.0,USA,2025-09-03,9.56
USER_0679,46.0,Canada,2024-10-12,6.23
USER_0680,,USA,2024-03-20,29.81
USER_0681,43.0,Canada,2025-05-25,
USER_0618,-2,Atlantis,2025-05-24,11.98
USER_0683,28.0,USA,2023-11-15,139.89
USER_0684,40.0,USA,2024-04-30,0.34
USER_0685,20.0,France,,73.99
USER_0686,,UK,2023-12-03,49.07
USER_0687,32.0,USA,2024-10-11,23.38
USER_0688,30.0,Brazil,2025-06-20,2.59
USER_0689,43.0,USA,2025-02-12,49.37
USER_0690,40.0,,2024-03-02,24.36
USER_0691,,Brazil,2024-08-08,137.65
USER_0692,48.0,USA,2025-02-01,39.04
USER_0693,,Atlantis,,140.38
USER_0694,42.0,USA,2023-13-45,12.45
USER_0695,42.0,USA,2025-07-08,64.68
USER_0696,31.0,,2024-02-25,48.02
USER_0697,38.0,Germany,2024-07-21,67.24
USER_0698,19.0,NotACountry,2025-02-09,
USER_0699,,,2025-04-17,54.68
USER_0700,32.0,123,not-a-date,
USER_0701,28.0,Australia,,67.9
USER_0702,,Canada,2024-10-22,19.8
USER_0703,26.0,USA,2025-09-14,110.39
USER_0146,18.0,Canada,2025-01-18,4.4
USER_0705,18.0,Atlantis,2025-11-10,
USER_0706,42.0,UK,2025-10-03,98.78
USER_0707,19.0,USA,,84.98
USER_0708,56.0,123,2025-09-02,35.95
USER_0709,18.0,UK,2023-13-45,28.85
USER_0710,55.0,USA,2025-09-17,279.46
USER_0711,37.0,USA,2025-08-14,13.01
USER_0375,33.0,UK,2025-01-07,39.58
USER_0713,28.0,,2025-06-30,55.54
USER_0714,39.0,123,2025-03-13,60.34
USER_0715,34.0,France,2025-09-03,10718.314550006038
USER_0716,48.0,USA,2024-12-30,53.06
USER_0717,36.0,UK,2024-02-06,85.29
USER_0718,36.0,UK,2024-03-06,2.57
USER_0719,30.0,USA,,121.25
USER_0720,34.0,,2024-11-26,1.5
USER_0721,38.0,France,2025-08-30,
USER_0722,,USA,2023-12-25,35864.845346302216
USER_0723,18.0,UK,2024-02-27,4.01
USER_0724,43.0,USA,2024-06-03,121.05
USER_0725,37.0,USA,2025-02-06,-554.5154847587851
USER_0726,32.0,USA,2024-08-06,27.65
USER_0727,35.0,Brazil,2024-06-11,12.13
USER_0728,39.0,Australia,2025-05-30,45.45
USER_0729,28.0,Brazil,2024-03-11,45.17
USER_0730,25.0,NotACountry,2025-10-27,23.28
USER_0731,37.0,USA,2024-11-25,20.25
USER_0732,23.0,UK,2025-05-18,108.13
USER_0733,,UK,2025-05-07,24.17
USER_0734,18.0,Australia,2024-02-06,34.01
USER_0735,47.0,USA,2025-02-10,16.66
USER_0736,40.0,UK,2025-09-11,77.27
USER_0737,38.0,USA,2025-08-04,25.33
USER_0738,46.0,USA,2025-04-11,36.04
USER_0739,nan,France,2025-07-11,14.61
USER_0740,47.0,UK,2025-09-22,219.74
USER_0741,18.0,USA,2024-12-05,17.23
USER_0742,19.0,USA,2024-10-29,73.65
USER_0743,27.0,UK,2024-09-05,27.89
USER_0744,35.0,France,2024-07-29,11.55
USER_0745,41.0,Japan,2024-02-03,80.4
USER_0746,26.0,Brazil,2024-08-08,20.29
USER_0747,invalid_age,France,00/00/0000,100.2
USER_0748,25.0,USA,2023-13-45,123.41
USER_0749,27.0,Germany,2024-09-20,98.24
USER_0750,,UK,2024-11-05,
USER_0751,23.0,USA,2024-06-14,77.41
USER_0752,18.0,Australia,2025-06-10,26.5
USER_0753,23.0,USA,2024-01-02,103.46
USER_0754,47.0,Japan,2024-03-20,50.8
USER_0755,23.0,UK,2024-06-24,89.68
USER_0756,66.0,Canada,2023-13-45,34.6
USER_0757,40.0,,2024-12-26,38.29
USER_0758,,Japan,2025-04-02,7.8
USER_0759,24.0,,2024-09-03,76.62
USER_0760,43.0,Canada,2024-08-17,27.18
USER_0761,28.0,USA,2025-01-25,34.67
USER_0762,,UK,2024-02-29,76.88
USER_0763,65.0,USA,2025-09-02,45.67
USER_0764,33.0,France,2025-01-07,-322.3124262647334
USER_0765,48.0,UK,00/00/0000,44.61
USER_0766,26.0,Germany,,26.18
USER_0767,34.0,USA,2024-11-23,28710.32923830318
USER_0768,56.0,USA,2024-01-26,1.44
USER_0769,156,Germany,2025-08-09,11.79
USER_0770,56.0,USA,,16.5
USER_0771,43.0,USA,2024-05-20,62.41
USER_0772,,USA,not-a-date,0.58
USER_0773,157,Brazil,2025-02-07,26.28
USER_0774,46.0,,2024-05-27,128.87
USER_0775,42.0,USA,2024-04-18,5.93
USER_0475,18.0,,2024-05-04,36.33
USER_0777,,USA,2023-12-25,
USER_0778,32.0,France,2024-01-16,142.83
USER_0779,34.0,Germany,2023-12-07,68.67
USER_0780,,USA,2024-11-08,63.75
USER_0781,invalid_age,USA,2024-01-28,87.58
USER_0782,18.0,USA,,29.55
USER_0783,39.0,,2023-13-45,81.95
USER_0784,42.0,France,2024-03-11,0.4
USER_0785,41.0,USA,2025-07-18,129.22
USER_0786,,USA,2024-11-28,29.29
USER_0787,,USA,2025-09-23,40.3
USER_0788,40.0,Brazil,00/00/0000,14.71
USER_0789,,USA,2025-01-27,67.84
USER_0790,18.0,France,2025-09-12,3.99
USER_0791,40.0,Canada,2023-11-21,103.04
USER_0792,37.0,USA,2024-05-28,88.05
USER_0793,38.0,USA,2025-01-08,49040.80630097977
USER_0794,19.0,USA,2025-06-04,82.86
USER_0795,22.0,123,00/00/0000,77.17
USER_0796,47.0,France,,50.01
USER_0797,34.0,123,2024-04-10,23.38
USER_0798,invalid_age,123,2025-09-13,-506.43915693227945
USER_0799,35.0,USA,2024-06-03,13.18
USER_0800,35.0,Brazil,,19.18
